School,MonthCode,CalMonth,GradeLevel,GradeSort,RosterCount,Absent,Present,Released
02M001,9,May,1,1,46,41,959,0
02M001,9,May,2,2,57,117,1118,0
02M001,9,May,3,3,52,45,1099,0
02M001,9,May,4,4,54,42,1127,0
02M001,9,May,5,5,64,39,1352,1
02M001,9,May,0K,0,55,99,1102,0
02M001,9,May,PK,-1,37,82,674,0
02M001,10,Jun,1,1,46,60,722,0
02M001,10,Jun,2,2,56,102,850,0
02M001,10,Jun,3,3,52,57,827,0
02M001,10,Jun,4,4,54,60,858,0
02M001,10,Jun,5,5,64,49,999,5
02M001,10,Jun,0K,0,55,114,821,0
02M001,10,Jun,PK,-1,34,81,497,0
02M001,1,Sep,1,1,54,30,740,0
02M001,1,Sep,2,2,60,46,843,0
02M001,1,Sep,3,3,59,23,827,0
02M001,1,Sep,4,4,56,16,810,0
02M001,1,Sep,5,5,71,31,1003,0
02M001,1,Sep,6,6,1,1,0,0
02M001,1,Sep,0K,0,57,27,781,0
02M001,1,Sep,PK,-1,31,19,452,0
02M001,2,Oct,1,1,48,29,787,0
02M001,2,Oct,2,2,56,64,882,0
02M001,2,Oct,3,3,53,29,872,0
02M001,2,Oct,4,4,53,23,878,0
02M001,2,Oct,5,5,64,26,1045,0
02M001,2,Oct,0K,0,51,39,816,0
02M001,2,Oct,PK,-1,34,54,505,0
02M001,3,Nov,1,1,48,43,821,0
02M001,3,Nov,2,2,56,74,929,0
02M001,3,Nov,3,3,53,37,917,0
02M001,3,Nov,4,4,53,50,904,0
02M001,3,Nov,5,5,65,41,1109,0
02M001,3,Nov,0K,0,51,41,857,0
02M001,3,Nov,PK,-1,37,85,546,0
02M001,4,Dec,1,1,48,53,763,0
02M001,4,Dec,2,2,57,72,880,0
02M001,4,Dec,3,3,53,50,851,0
02M001,4,Dec,4,4,53,48,853,0
02M001,4,Dec,5,5,65,35,1070,0
02M001,4,Dec,0K,0,51,95,767,0
02M001,4,Dec,PK,-1,37,109,508,0
02M002,5,Jan,1,1,77,49,1489,0
02M002,5,Jan,2,2,84,53,1627,0
02M002,5,Jan,3,3,99,41,1926,0
02M002,5,Jan,4,4,129,51,2501,0
02M002,5,Jan,5,5,107,45,2094,0
02M002,5,Jan,0K,0,77,88,1440,0
02M002,5,Jan,PK,-1,35,41,659,0
02M002,6,Feb,1,1,78,35,1052,0
02M002,6,Feb,2,2,84,27,1149,0
02M002,6,Feb,3,3,98,34,1325,0
02M002,6,Feb,4,4,127,31,1747,0
02M002,6,Feb,5,5,107,39,1459,0
02M002,6,Feb,0K,0,78,43,1018,0
02M002,6,Feb,PK,-1,36,38,419,35
02M002,7,Mar,1,1,81,66,1715,0
02M002,7,Mar,2,2,85,33,1826,0
02M002,7,Mar,3,3,96,30,2082,0
02M002,7,Mar,4,4,127,43,2751,0
02M002,7,Mar,5,5,107,48,2306,0
02M002,7,Mar,0K,0,76,54,1587,0
02M002,7,Mar,PK,-1,36,51,741,0
02M002,8,Apr,1,1,84,32,1030,0
02M002,8,Apr,2,2,85,40,1044,0
02M002,8,Apr,3,3,96,30,1218,0
02M002,8,Apr,4,4,127,36,1606,0
02M002,8,Apr,5,5,107,26,1365,0
02M002,8,Apr,0K,0,75,48,927,0
02M002,8,Apr,PK,-1,36,20,448,0
02M002,9,May,1,1,82,72,1710,0
02M002,9,May,2,2,83,44,1782,0
02M002,9,May,3,3,96,31,2081,0
02M002,9,May,4,4,127,58,2732,0
02M002,9,May,5,5,108,67,2287,0
02M002,9,May,0K,0,75,85,1550,0
02M002,9,May,PK,-1,36,45,747,0
02M002,10,Jun,1,1,81,41,1336,0
02M002,10,Jun,2,2,84,41,1384,0
02M002,10,Jun,3,3,96,46,1586,0
02M002,10,Jun,4,4,127,42,2117,0
02M002,10,Jun,5,5,107,82,1737,0
02M002,10,Jun,0K,0,75,78,1197,0
02M002,10,Jun,PK,-1,36,41,571,0
02M002,1,Sep,1,1,89,24,1209,0
02M002,1,Sep,2,2,89,16,1294,0
02M002,1,Sep,3,3,107,16,1537,0
02M002,1,Sep,4,4,139,22,2039,0
02M002,1,Sep,5,5,119,32,1672,0
02M002,1,Sep,0K,0,83,41,1140,0
02M002,1,Sep,PK,-1,35,20,508,0
02M002,2,Oct,1,1,78,19,1276,0
02M002,2,Oct,2,2,82,12,1376,0
02M002,2,Oct,3,3,98,15,1651,0
02M002,2,Oct,4,4,129,30,2163,0
02M002,2,Oct,5,5,107,25,1782,0
02M002,2,Oct,0K,0,78,52,1234,0
02M002,2,Oct,PK,-1,36,38,572,0
02M002,3,Nov,1,1,76,57,1308,0
02M002,3,Nov,2,2,83,27,1445,0
02M002,3,Nov,3,3,98,33,1728,0
02M002,3,Nov,4,4,130,34,2281,0
02M002,3,Nov,5,5,107,25,1883,0
02M002,3,Nov,0K,0,77,60,1310,0
02M002,3,Nov,PK,-1,36,53,592,0
02M002,4,Dec,1,1,75,39,1236,0
02M002,4,Dec,2,2,83,28,1383,0
02M002,4,Dec,3,3,97,32,1617,0
02M002,4,Dec,4,4,128,49,2127,0
02M002,4,Dec,5,5,106,35,1757,0
02M002,4,Dec,0K,0,76,60,1232,0
02M002,4,Dec,PK,-1,35,30,530,35
02M003,5,Jan,1,1,119,209,2126,0
02M003,5,Jan,2,2,103,138,1908,0
02M003,5,Jan,3,3,116,148,2172,0
02M003,5,Jan,4,4,110,95,2100,0
02M003,5,Jan,5,5,145,198,2694,0
02M003,5,Jan,0K,0,130,194,2406,0
02M003,5,Jan,PK,-1,51,97,834,49
02M003,6,Feb,1,1,118,109,1529,0
02M003,6,Feb,2,2,103,92,1350,0
02M003,6,Feb,3,3,116,89,1535,0
02M003,6,Feb,4,4,109,53,1471,0
02M003,6,Feb,5,5,144,113,1903,0
02M003,6,Feb,0K,0,130,117,1703,0
02M003,6,Feb,PK,-1,49,69,617,0
02M003,7,Mar,1,1,118,149,2440,0
02M003,7,Mar,2,2,103,155,2105,0
02M003,7,Mar,3,3,116,121,2431,0
02M003,7,Mar,4,4,108,81,2295,0
02M003,7,Mar,5,5,144,228,2930,10
02M003,7,Mar,0K,0,131,275,2603,0
02M003,7,Mar,PK,-1,49,145,933,0
02M003,8,Apr,1,1,118,101,1425,0
02M003,8,Apr,2,2,102,91,1235,0
02M003,8,Apr,3,3,116,107,1401,0
02M003,8,Apr,4,4,108,59,1345,0
02M003,8,Apr,5,5,144,119,1749,4
02M003,8,Apr,0K,0,131,141,1562,0
